Energy(eV),Osc
5.614510285602623441e+00,6.820323466552974382e-17
5.616077712874616878e+00,5.001175999471054762e-17
5.618838161693411770e+00,2.213838227224341061e-18
5.657788467108410657e+00,1.724221410237348520e-21
5.658830975149256481e+00,1.272701900862522233e-06
5.664056339901686776e+00,1.446783632035491641e-19
5.664248821563746539e+00,9.093554020756352719e-22
5.665144875137464453e+00,1.739284195878623975e-15
5.665642401930922389e+00,1.303387216033098359e-21
5.666444997411307583e+00,6.053610698349826879e-15
5.671951046062048363e+00,1.853469049057521664e-22
5.673115874221966060e+00,2.042060134034256043e-06
5.688976819283628750e+00,2.651372953261751583e-02
5.728806574738895208e+00,6.782890930882790837e-20
5.734568846167005240e+00,1.230426316549466154e-19
5.735065659209583444e+00,3.384183650979791120e-21
5.737722442037118675e+00,7.069058395384621782e-15
5.742684277369519030e+00,1.269191450068046442e-03
5.742846536320697304e+00,4.082530476344342889e-20
5.745521074217843527e+00,2.105966203693664127e-08
5.759915108226659974e+00,1.256587553891864717e-01
5.762202097144723645e+00,1.174988901821218956e-01
5.788511193189531667e+00,1.025575918151096527e-19
5.794631434639538448e+00,2.689469858908480616e-19
5.849608213882324215e+00,7.809720519942113526e-02
5.856954330379944729e+00,3.858678291604855163e-20
5.858835804333921260e+00,6.386461473302910917e-07
5.858933513915967062e+00,5.462923740497314939e-02
5.862212969370078852e+00,3.401167749385704329e-19
5.863360716203162681e+00,1.798093208718564869e-20
5.865312108016102144e+00,7.612149728786605728e-13
5.873947280611315769e+00,8.439154255216573009e-19
5.874826461219596396e+00,1.245507198573985759e-19
5.888983539097950803e+00,1.395731349224178136e-20
5.889594038801730491e+00,1.462128996970046321e-11
5.895325533066625212e+00,3.471957840446332295e-21
5.896212589306049523e+00,3.919770634084103901e-05
5.900633862035163268e+00,3.013827114535406516e-21
5.901470027069734670e+00,3.929666330615275209e-05
5.907106265413398560e+00,2.433632019006896405e-20
5.907790752250634547e+00,1.940854343170518337e-11
5.923974551629724417e+00,8.715554210454740685e-19
5.931353505330561049e+00,3.933886525279720206e-18
5.933359215488801297e+00,7.163481369345238667e-18
5.934726637587779408e+00,1.742255163953393689e-21
5.936921790572521118e+00,1.340763138234429449e-14
5.943590742235366875e+00,3.247773716861208302e-05
5.946454293089116661e+00,2.932763496798943050e-18
5.966590033906322255e+00,1.244408823891330036e-19
5.968161297292953194e+00,3.113484984247750551e-07
5.970562847609235391e+00,3.786109597958356443e-01
5.978310077110997156e+00,6.400621246130271991e-19
5.979096105580882892e+00,1.416978545341956996e-01
5.979874036241474400e+00,3.789920020846905157e-12
5.998094418696815033e+00,3.224786117168459421e-01
5.998778788023471975e+00,1.579131953742552441e-01
